Landing Page URL ID,Referrer URL,Impression ID,Asset ID,Active View: Eligible Impressions,Active View: Measurable Impressions,Active View: Viewable Impressions,Activity ID,Event Time,Event Type,Event Sub-Type,User ID,Advertiser ID
ID416,https://www.cdiscount.com/,"impr,",7779009,3384430,4737429,5494782,4358490,1643894599744,NULL,5486465,USER_ID3,503517
ID417,https://www.amazon.fr/,impr5,3189703,4021943,7773949,6464995,7894361,1643894599839,NULL,7339433,USER_ID2,1635244
ID418,https://fr.aliexpress.com/,"impr,",8027421,8247632,4628392,4433511,6525576,1643894599964,NULL,658082,USER_ID5,1762409
ID419,https://www.amazon.fr/,impr9,7585900,5541120,7730737,2301798,9512100,1643894600069,NULL,6355687,USER_ID ,5872124
ID420,https://www.amazon.fr/,impr9,9171792,5040277,4698891,3416827,146521,1643894600195,CLICK,1911129,USER_ID0,6791633
ID421,https://www.amazon.fr/,impr1,3394647,5127441,9586709,852021,4886470,1643894600299,CLICK,1748283,USER_ID0,8317626
ID422,https://www.amazon.fr/,impr6,3052307,2126606,6291878,8420810,8607555,1643894600405,CONVERSION,5818510,USER_ID4,4833846
ID423,https://www.cdiscount.com/,impr4,5266433,7773057,324984,972594,723739,1643894600532,VIEW,3326895,USER_ID ,1908705
ID424,https://www.amazon.fr/,impr5,338947,3668297,372953,2457130,4845133,1643894600640,CONVERSION,1641689,USER_ID9,6502300
ID425,https://fr.aliexpress.com/,impr1,3646769,2834666,6495395,7540188,1817185,1643894600745,CLICK,6648907,USER_ID2,8622288
ID426,https://shopping.google.fr/,impr3,2921328,4468735,573612,9229822,1410774,1643894600870,NULL,9550662,USER_ID4,8280402
ID427,https://shopping.google.fr/,impr6,1286822,9666259,6158324,9984476,3896022,1643894600987,CONVERSION,4708889,USER_ID4,5178998
ID428,https://www.amazon.fr/,"impr,",8142294,2370817,7379954,7777405,9013645,1643894601179,NULL,8836326,USER_ID8,3361805
ID429,https://www.amazon.fr/,impr ,9482806,3714570,2538526,8233976,6521906,1643894601369,NULL,5504070,USER_ID0,2929614
ID430,https://www.amazon.fr/,impr ,3594628,5289365,2379336,2901159,677912,1643894601485,CONVERSION,8884599,USER_ID4,738126
ID431,https://shopping.google.fr/,impr8,7069634,3837631,542935,1477001,9966752,1643894601598,CLICK,6438672,"USER_ID,",8146001
ID432,https://www.amazon.fr/,impr ,7741581,6937728,4208554,9533876,5518528,1643894601711,VIEW,4520274,USER_ID ,1267358
ID433,https://www.amazon.fr/,impr9,4526322,2442093,4365055,6698307,2858409,1643894601919,NULL,5511583,USER_ID1,2464888
ID434,https://www.cdiscount.com/,impr5,647711,3532978,9274617,8065960,8771114,1643894602040,CONVERSION,5092207,USER_ID3,1728675
ID435,https://fr.aliexpress.com/,impr5,8498767,1486123,967456,5408570,4205639,1643894602158,CLICK,7032957,USER_ID ,8706574
ID436,https://shopping.google.fr/,impr5,6036099,1658484,3626611,5351727,2241006,1643894602278,CLICK,1881071,"USER_ID,",999532
ID437,https://shopping.google.fr/,impr1,8981179,9137536,477663,5338366,5751638,1643894602494,CONVERSION,236929,"USER_ID,",8155335
ID438,https://www.amazon.fr/,impr4,6836331,9339376,5019207,2182508,5328975,1643894602603,CLICK,483975,USER_ID3,7676826
ID439,https://fr.aliexpress.com/,impr ,1247745,412394,6363992,5626314,7630722,1643894602847,CLICK,934590,USER_ID8,6370019
ID440,https://shopping.google.fr/,impr4,3100420,9368775,2060820,7849695,5483947,1643894603017,VIEW,8482736,USER_ID1,3378284
ID441,https://shopping.google.fr/,impr8,6658875,4561801,7254214,5855469,8951243,1643894603117,VIEW,2288149,USER_ID0,6655063
ID442,https://fr.aliexpress.com/,impr3,3054341,9401355,297522,6706941,5944578,1643894603235,NULL,760551,USER_ID4,2288510
ID443,https://www.amazon.fr/,impr ,3375041,336460,8877640,4125325,8678051,1643894603348,CLICK,1394514,USER_ID5,103418
ID444,https://www.amazon.fr/,impr5,2546667,7848462,386147,9402854,809086,1643894603461,VIEW,8195042,USER_ID4,1882240
ID445,https://shopping.google.fr/,impr8,1712668,41514,6037529,7199956,1069364,1643894603573,NULL,7697533,USER_ID2,2472104
ID446,https://shopping.google.fr/,"impr,",2242560,7654011,4019818,9651085,7191044,1643894603680,VIEW,6914963,USER_ID9,1514721
ID447,https://www.amazon.fr/,impr0,5279665,301056,4900610,1897737,6319964,1643894603782,CLICK,4364858,"USER_ID,",1743822
ID448,https://www.cdiscount.com/,impr5,5363330,6465617,4671121,249805,8404688,1643894603886,VIEW,5809501,USER_ID3,1881636
ID449,https://fr.aliexpress.com/,impr ,6179822,8221293,9730149,4775106,7923459,1643894604015,CONVERSION,2718132,USER_ID0,3650405
ID450,https://shopping.google.fr/,impr4,2859661,815152,3288991,5139040,3069735,1643894604114,VIEW,4179797,USER_ID6,6906943
ID451,https://shopping.google.fr/,impr ,7392568,5479061,4743772,6259015,2961774,1643894604209,CLICK,9636109,USER_ID6,1144586
ID452,https://www.amazon.fr/,impr1,4013406,2184805,3131534,5847775,5640958,1643894604309,NULL,4396355,USER_ID2,1922359
ID453,https://shopping.google.fr/,impr4,5902304,5467707,6362666,7701883,4713170,1643894604428,VIEW,6190221,USER_ID ,5080463
ID454,https://www.amazon.fr/,"impr,",3912316,65386,7308785,348318,2546892,1643894604547,CONVERSION,2432212,USER_ID1,3051412
ID455,https://shopping.google.fr/,impr8,8051923,2544792,7869192,3224831,9326869,1643894604644,NULL,6276090,USER_ID5,5086339
ID456,https://www.amazon.fr/,impr8,791727,7309834,6529219,9122050,3629120,1643894604741,VIEW,3196649,USER_ID6,2436135
ID457,https://www.amazon.fr/,impr9,6180809,5209664,1735330,45338,5609509,1643894604844,NULL,4275542,"USER_ID,",3415851
ID458,https://fr.aliexpress.com/,impr7,3913337,8573942,9081400,9374453,9437596,1643894604944,CLICK,1075047,USER_ID ,8850898
ID459,https://shopping.google.fr/,impr3,773314,6011585,4366963,4760165,4823354,1643894605059,VIEW,3841737,USER_ID7,7083248
ID460,https://fr.aliexpress.com/,impr2,2635561,1169953,4801422,7074363,3886042,1643894605174,NULL,9410269,USER_ID3,1807679
ID461,https://fr.aliexpress.com/,impr7,4212433,6488651,9498065,8252808,1889429,1643894605271,CLICK,5289201,USER_ID6,1183151
ID462,https://www.amazon.fr/,impr ,2820263,387830,7552197,5733726,7238101,1643894605374,CLICK,1884178,USER_ID6,5508360
ID463,https://shopping.google.fr/,impr9,2359141,9640932,2872711,3859753,1137394,1643894605474,CLICK,5958769,"USER_ID,",9506437
ID464,https://www.cdiscount.com/,impr3,2947789,8267083,9558212,8994877,5123466,1643894605599,NULL,8459336,USER_ID7,21593
ID465,https://shopping.google.fr/,impr9,4431212,5913073,9145702,6665378,5014679,1643894605731,CONVERSION,5951690,USER_ID1,2580790
ID466,https://www.cdiscount.com/,impr8,3799865,1407704,8117467,9321125,2957954,1643894605825,CLICK,2866637,USER_ID3,2813966
ID467,https://www.amazon.fr/,impr2,7419100,1063705,3870457,787967,5820952,1643894605925,NULL,9096954,USER_ID4,2867116
ID468,https://www.cdiscount.com/,impr8,1426066,4610085,4095072,110805,2713493,1643894606036,NULL,48923,USER_ID4,1523899
ID469,https://www.cdiscount.com/,impr3,9667357,8916456,2698691,7683399,7639106,1643894606165,CONVERSION,3638077,USER_ID ,4427079
ID470,https://www.cdiscount.com/,impr2,1098084,3232841,1480297,3903819,4853367,1643894606273,VIEW,2922979,USER_ID3,6090912
ID471,https://shopping.google.fr/,impr8,2044395,4813314,7107737,4527383,2298673,1643894606374,NULL,8129821,"USER_ID,",9571981
ID472,https://shopping.google.fr/,impr3,6538895,4678525,7027653,2708496,9972471,1643894606474,CLICK,2654196,USER_ID6,8673364
ID473,https://www.cdiscount.com/,impr2,9931853,9343630,7490147,7937480,6763792,1643894606574,CLICK,1070700,USER_ID2,3810489
ID474,https://shopping.google.fr/,impr8,7389763,1721419,3647867,9886087,9871691,1643894606673,CLICK,1424441,USER_ID8,1287893
ID475,https://www.cdiscount.com/,impr3,6892105,4529748,5292861,6945577,4663892,1643894606774,CONVERSION,9204062,USER_ID9,927458
ID476,https://fr.aliexpress.com/,impr5,2886828,9407326,1099351,2936395,7487604,1643894606868,CONVERSION,9747527,"USER_ID,",5389320
ID477,https://shopping.google.fr/,impr6,7704999,6654866,2647536,3984850,5142237,1643894606965,CONVERSION,1382321,USER_ID3,1176728
ID478,https://www.amazon.fr/,impr0,46087,4392316,7511874,6837415,1355714,1643894607116,CLICK,461786,USER_ID ,5445324
ID479,https://www.cdiscount.com/,"impr,",2900096,9139519,4973579,1711122,7040262,1643894607264,CLICK,7877970,USER_ID2,9540506
ID480,https://www.cdiscount.com/,impr ,5312297,7102805,4377576,6042426,353368,1643894607358,CONVERSION,760896,USER_ID ,3113301
ID481,https://fr.aliexpress.com/,impr9,9319208,9831202,6971830,5243701,4161022,1643894607483,CONVERSION,492085,USER_ID3,3975619
ID482,https://www.cdiscount.com/,impr ,302927,2407517,943816,5689822,2027379,1643894607656,CLICK,8892228,USER_ID2,2509409
ID483,https://www.amazon.fr/,impr6,5300092,1445736,9487910,7259032,5639707,1643894607754,NULL,8813240,USER_ID4,6797034
ID484,https://www.amazon.fr/,impr2,6960558,6609259,3005515,4849106,4426979,1643894607853,NULL,7700645,USER_ID ,9585798
ID485,https://www.amazon.fr/,impr9,9203208,4913970,9694332,8717952,3640797,1643894607982,CONVERSION,4694253,USER_ID2,9194065
ID486,https://fr.aliexpress.com/,"impr,",7841152,4612129,3981974,391113,8407148,1643894608098,NULL,8083574,USER_ID5,2117373
ID487,https://www.amazon.fr/,impr3,44695,7450508,8916068,2644025,4982334,1643894608204,VIEW,4381892,USER_ID9,869907
ID488,https://www.amazon.fr/,"impr,",1937123,7441327,1804991,22835,9109315,1643894608305,VIEW,1563276,USER_ID5,2381147
ID489,https://www.amazon.fr/,impr9,2385322,96699,7078527,4233718,3710691,1643894608407,NULL,5702050,USER_ID ,2244664
ID490,https://www.cdiscount.com/,impr ,3295676,7124450,1750635,3595057,8321692,1643894608531,CONVERSION,7663691,USER_ID7,8099715
ID491,https://fr.aliexpress.com/,impr6,1795202,1581093,3603690,4265502,7922392,1643894608688,VIEW,8670022,USER_ID ,1959509
ID492,https://shopping.google.fr/,impr7,5002062,94218,5649422,1014172,2463603,1643894608843,CONVERSION,220099,USER_ID3,4600550
ID493,https://fr.aliexpress.com/,impr2,5639384,5843689,2288484,2987521,6906290,1643894608945,NULL,6976700,USER_ID5,7382037
ID494,https://shopping.google.fr/,impr0,480245,9295964,3691478,9038035,1852835,1643894609047,CLICK,1854724,USER_ID4,3940768
ID495,https://www.cdiscount.com/,"impr,",8133232,5705579,4526504,7400538,12418,1643894609151,CONVERSION,9803661,USER_ID2,770337
ID496,https://fr.aliexpress.com/,impr2,7442667,8687852,3993772,1797012,9366441,1643894609276,CONVERSION,5176030,USER_ID1,1697541
ID497,https://shopping.google.fr/,impr3,2933490,1163608,8818020,5748754,9768620,1643894609400,VIEW,1949353,USER_ID1,2415392
ID498,https://shopping.google.fr/,"impr,",5778113,3481787,9247537,8873326,5544583,1643894609523,CONVERSION,2753447,USER_ID2,424630
ID499,https://www.amazon.fr/,"impr,",4735561,4843797,7108859,2432202,271559,1643894609622,NULL,8936707,"USER_ID,",7366492
ID500,https://fr.aliexpress.com/,"impr,",2766054,2476921,7961748,5408524,6150691,1643894609739,CLICK,8828641,"USER_ID,",2236982
ID501,https://www.cdiscount.com/,impr9,3625838,7222311,5061981,2438919,3897051,1643894609837,CONVERSION,4445490,USER_ID8,5650859
ID502,https://fr.aliexpress.com/,impr6,9144446,5470467,2476297,9752478,4811550,1643894609954,CONVERSION,3235579,"USER_ID,",444321
ID503,https://shopping.google.fr/,impr6,8060240,5911750,4578951,1605599,8114691,1643894610062,NULL,5230615,USER_ID1,9925138
ID504,https://www.amazon.fr/,impr ,8245584,9035201,5659925,2295571,1520021,1643894610157,VIEW,7152809,USER_ID7,6194696
ID505,https://www.cdiscount.com/,impr7,4013346,9599091,239511,6852579,2150346,1643894610264,CLICK,6903418,USER_ID2,563301
ID506,https://fr.aliexpress.com/,impr9,550943,3235042,4032836,9988097,613632,1643894610402,VIEW,6829253,USER_ID4,9276505
ID507,https://www.cdiscount.com/,impr3,6492661,9681552,1265255,8949645,7602313,1643894610494,CONVERSION,2582121,USER_ID9,804179
ID508,https://www.amazon.fr/,impr ,2221635,8902363,2688168,6309080,5253069,1643894610628,VIEW,9097003,USER_ID7,1736709
ID509,https://www.amazon.fr/,"impr,",4288976,5612476,3069195,5288278,2093214,1643894610725,CONVERSION,9844645,USER_ID1,5952827
ID510,https://www.cdiscount.com/,impr0,8994349,8463901,8508090,4121041,6421412,1643894610849,CONVERSION,5427509,USER_ID1,4860474
ID511,https://www.cdiscount.com/,impr9,7287931,3255800,1677019,517136,1757320,1643894610957,VIEW,7259283,USER_ID9,4136924
ID512,https://fr.aliexpress.com/,"impr,",1055589,5836773,3255462,6397368,5909428,1643894611055,VIEW,2864667,USER_ID7,3619483
ID513,https://shopping.google.fr/,impr2,6361029,8920837,3083960,1180144,1960557,1643894611153,VIEW,7946303,USER_ID8,5375832
ID514,https://shopping.google.fr/,impr0,6730757,455807,8929557,2122243,5241980,1643894611264,VIEW,3478412,USER_ID ,3804291
ID515,https://www.amazon.fr/,impr8,8616034,2673934,2362059,4283432,4221248,1643894611454,NULL,312851,USER_ID0,7491711
ID516,https://fr.aliexpress.com/,impr2,5609739,4168469,7491166,719508,1814845,1643894611661,CONVERSION,3234819,USER_ID1,6876410
ID517,https://shopping.google.fr/,impr0,9725282,4922191,8735641,1359053,5299784,1643894611794,CLICK,7313597,USER_ID9,5125706
ID518,https://www.amazon.fr/,impr8,9692418,2586590,9224990,2043863,6628599,1643894611904,NULL,5414188,USER_ID6,282387
ID519,https://www.cdiscount.com/,impr4,7666460,6852171,7175566,5517350,9673695,1643894611992,NULL,9492669,"USER_ID,",3018281
ID520,https://www.cdiscount.com/,impr4,2455348,7237930,74170,2195560,3555546,1643894612108,NULL,6670613,USER_ID2,5265979
ID521,https://www.cdiscount.com/,"impr,",2834389,5115249,923757,2963840,1598064,1643894612212,VIEW,6921822,USER_ID ,784464
ID522,https://www.cdiscount.com/,impr5,7773477,8210049,4298044,8270970,8550027,1643894612328,CONVERSION,839742,USER_ID3,8088272
ID523,https://fr.aliexpress.com/,impr5,4709853,9785568,392003,1574683,9292667,1643894612445,VIEW,5650736,USER_ID4,9190808
ID524,https://shopping.google.fr/,impr4,6531657,9484860,8450979,640757,635127,1643894612553,VIEW,6276856,USER_ID5,6115537
ID525,https://www.amazon.fr/,impr ,7794696,8554711,9218816,8426363,2060155,1643894612661,CONVERSION,6912667,USER_ID9,1592237
ID526,https://www.cdiscount.com/,impr8,9946580,6654339,5695179,8890772,9818535,1643894612755,NULL,9259028,USER_ID1,3249994
ID527,https://www.amazon.fr/,impr ,734060,2257616,3294410,5307458,3500219,1643894612844,NULL,3092380,USER_ID1,8541714
ID528,https://shopping.google.fr/,impr3,696248,31267,2695317,9591768,9041818,1643894612945,CONVERSION,9783947,"USER_ID,",7899518
ID529,https://fr.aliexpress.com/,impr3,7022961,1715206,2290936,113256,1473917,1643894613056,CONVERSION,8776478,USER_ID8,2555239
ID530,https://www.amazon.fr/,impr5,5735855,3161380,7588202,1394097,6812320,1643894613174,NULL,4696412,USER_ID7,5089711
ID531,https://fr.aliexpress.com/,"impr,",5076507,3845260,9951317,8390733,6982595,1643894613271,CLICK,4922255,USER_ID9,6797974
ID532,https://shopping.google.fr/,"impr,",7448309,6648286,4772216,1015779,7984331,1643894613368,VIEW,7315310,"USER_ID,",9081254
ID533,https://www.cdiscount.com/,impr0,5366785,1073395,9831389,6078883,8603188,1643894613496,CONVERSION,5315975,USER_ID7,2142334
ID534,https://www.cdiscount.com/,impr3,4766685,3415139,5347418,4242753,3772217,1643894613594,CONVERSION,3843488,USER_ID0,2145720
ID535,https://www.amazon.fr/,impr ,3278457,4826165,1490703,6232359,6892985,1643894613710,NULL,5439203,USER_ID0,7530108
ID536,https://shopping.google.fr/,"impr,",4779711,4753934,7412561,3313420,4265521,1643894613826,VIEW,8096056,USER_ID1,4895192
ID537,https://www.cdiscount.com/,impr1,5327623,7968572,2222842,8756385,3766941,1643894613922,NULL,8901575,USER_ID2,3326511
ID538,https://www.amazon.fr/,impr9,1523640,421036,9215313,3911407,7691142,1643894614027,NULL,5581952,USER_ID2,1617056
ID539,https://fr.aliexpress.com/,"impr,",96165,7459469,6026747,7404126,4170043,1643894614155,NULL,4242506,USER_ID0,4059579
ID540,https://shopping.google.fr/,impr3,9597656,449808,6948930,1881834,3264550,1643894614256,NULL,8789025,USER_ID9,1100845
ID541,https://www.cdiscount.com/,impr ,2369720,1655038,8607471,1052847,5197166,1643894614355,VIEW,8769463,USER_ID6,4127016
ID542,https://shopping.google.fr/,impr6,9814524,2765200,4003897,8463232,527574,1643894614484,CLICK,6540730,USER_ID6,3283232
ID543,https://shopping.google.fr/,impr8,10413,869351,3667408,8034139,4266806,1643894614616,CONVERSION,7035358,USER_ID1,8133727
ID544,https://fr.aliexpress.com/,impr8,2162281,6418024,6839751,6532440,5058245,1643894614712,VIEW,2963373,USER_ID4,6160430
ID545,https://fr.aliexpress.com/,impr3,4562514,7432722,9065090,6128105,3000508,1643894614812,CLICK,7937994,USER_ID8,1545355
ID546,https://fr.aliexpress.com/,impr0,8719102,2968809,8735936,8311377,7889622,1643894614925,CLICK,4320145,USER_ID4,8652501
ID547,https://shopping.google.fr/,impr1,542207,8826410,7018785,372470,7544047,1643894615061,NULL,8116961,USER_ID1,780143
ID548,https://shopping.google.fr/,impr ,4775715,9331446,1173829,8406301,6980046,1643894615203,CONVERSION,3532227,USER_ID9,3246579
ID549,https://fr.aliexpress.com/,impr8,9171140,8256110,3415659,5489392,9766771,1643894615317,CLICK,3982960,"USER_ID,",520391
ID550,https://shopping.google.fr/,impr7,1949031,9348109,1853410,2950390,2317074,1643894615424,VIEW,6938054,USER_ID ,8052554
ID551,https://fr.aliexpress.com/,impr4,4956767,662627,7430593,4924086,515289,1643894615532,VIEW,2809625,USER_ID1,9265364
ID552,https://shopping.google.fr/,"impr,",5910506,3032174,9503920,7705149,7116161,1643894615706,CONVERSION,3389750,USER_ID9,6625197
ID553,https://www.cdiscount.com/,impr2,5731040,831101,3948457,4420329,2365446,1643894615863,NULL,7958694,USER_ID8,1644994
ID554,https://www.amazon.fr/,impr9,3238257,4238023,6073293,9299267,3373423,1643894615959,CONVERSION,4318009,USER_ID ,8418918
ID555,https://www.amazon.fr/,impr9,1821416,7205412,6508385,7164541,2004352,1643894616066,CONVERSION,452974,USER_ID4,5945270
ID556,https://shopping.google.fr/,impr7,4016536,3513007,151262,4837610,5303814,1643894616180,CLICK,2345598,USER_ID3,4938156
ID557,https://shopping.google.fr/,impr ,7505827,1488598,9892374,8080401,9365918,1643894616298,NULL,512735,USER_ID1,2610209
ID558,https://shopping.google.fr/,impr1,946999,864559,4702372,8612124,4584981,1643894616402,NULL,2182337,USER_ID5,2640589
ID559,https://www.amazon.fr/,impr6,2984968,9958831,9777430,2515344,6012073,1643894616545,CLICK,9580156,USER_ID1,6227507
ID560,https://www.amazon.fr/,impr ,1594279,2937871,4452216,3446617,5289203,1643894616677,CONVERSION,6023981,"USER_ID,",5338001
ID561,https://www.amazon.fr/,impr9,5742249,4541796,3317279,9063977,1492464,1643894616795,CLICK,1693319,USER_ID3,8177656
ID562,https://shopping.google.fr/,impr3,8584147,3002859,2477459,1790285,9556317,1643894616900,NULL,3923386,USER_ID5,5523808
ID563,https://www.amazon.fr/,impr0,603110,9414824,3384965,6415427,8126792,1643894617000,NULL,547975,USER_ID3,9571634
ID564,https://www.cdiscount.com/,impr8,6697677,2849597,2875772,2810797,7998271,1643894617135,VIEW,55967,USER_ID6,3831262
ID565,https://fr.aliexpress.com/,impr1,2843848,1853035,3915904,1058252,9495017,1643894617231,NULL,1650286,USER_ID6,6031762
ID566,https://shopping.google.fr/,impr4,4795284,8259752,9042837,9037876,8090273,1643894617329,VIEW,5553448,USER_ID6,5479582
ID567,https://www.amazon.fr/,impr0,6229426,5380357,4551114,2959096,9443899,1643894617448,CLICK,8097360,USER_ID1,1193327
ID568,https://www.amazon.fr/,impr9,8249176,3007849,4096125,4457798,5238499,1643894617595,NULL,6741142,USER_ID ,7401973
ID569,https://fr.aliexpress.com/,"impr,",9115110,5838665,3010993,5649466,6670990,1643894617739,CLICK,704956,USER_ID9,9022620
ID570,https://fr.aliexpress.com/,impr2,4998716,3929200,8787091,9116284,2667994,1643894617984,CLICK,2384880,USER_ID2,6362061
ID571,https://shopping.google.fr/,impr6,7601663,3903767,1067624,758991,1040529,1643894618129,NULL,644847,USER_ID6,1968312
ID572,https://shopping.google.fr/,impr3,8787576,3007258,1123644,6386311,6120802,1643894618234,NULL,4674842,USER_ID3,9241239
ID573,https://fr.aliexpress.com/,impr9,9111476,6150945,5345638,3810111,2878301,1643894618362,NULL,404654,USER_ID1,937209
ID574,https://www.cdiscount.com/,impr5,2110917,2015231,6807430,7280533,6853337,1643894618680,CONVERSION,2573364,USER_ID ,4190757
ID575,https://www.cdiscount.com/,impr2,9774036,7974085,6096522,9456254,1249901,1643894618797,VIEW,319298,USER_ID4,7489145
ID576,https://www.cdiscount.com/,impr9,6003330,9051287,7241429,7718316,7530968,1643894618920,CLICK,7925215,USER_ID ,743316
ID577,https://www.amazon.fr/,impr7,5037003,776294,1734423,6049402,3305207,1643894619090,CLICK,8303984,USER_ID7,1441258
ID578,https://shopping.google.fr/,impr1,1338209,4576940,3256983,7479036,5516724,1643894619224,NULL,7502897,USER_ID0,8452914
ID579,https://www.amazon.fr/,impr7,6366531,3811746,9932926,5234549,9166401,1643894619323,CLICK,8530653,USER_ID7,6507590
ID580,https://fr.aliexpress.com/,impr8,2321130,3911771,2684992,3706409,9369106,1643894619426,CONVERSION,2211427,USER_ID7,7054901
ID581,https://www.cdiscount.com/,impr5,3241002,221542,7453938,3727636,7198422,1643894619542,NULL,8224396,USER_ID6,8442906
ID582,https://www.cdiscount.com/,impr5,7978369,4761789,3802427,3400555,5542193,1643894619678,CLICK,34872,USER_ID0,9985391
ID583,https://fr.aliexpress.com/,"impr,",5529429,7918294,5526116,7323586,3122374,1643894619776,CLICK,8361638,USER_ID2,4403625
ID584,https://www.cdiscount.com/,impr7,7748490,151699,8445230,7040300,8623343,1643894619859,NULL,1005620,USER_ID5,9393137
ID585,https://www.amazon.fr/,impr1,587022,2060443,6553785,6559849,528684,1643894620154,CLICK,6237829,USER_ID2,5822468
ID586,https://shopping.google.fr/,impr5,3293260,5249235,1722309,416808,2672801,1643894620316,CONVERSION,5002343,USER_ID6,7472354
ID587,https://www.cdiscount.com/,impr3,3692365,397163,8865446,8482298,4050411,1643894620533,NULL,1080511,USER_ID ,565121
ID588,https://fr.aliexpress.com/,impr ,3667300,4510632,6031130,9797171,612754,1643894620661,NULL,1153390,"USER_ID,",6820487
ID589,https://shopping.google.fr/,"impr,",6052359,701764,2409775,640143,3835703,1643894620769,NULL,4891776,USER_ID4,9416502
ID590,https://fr.aliexpress.com/,impr1,6627036,7674419,9344217,2803225,7924179,1643894620904,CONVERSION,8655165,USER_ID ,2329632
ID591,https://shopping.google.fr/,impr7,8663110,3960228,2844653,6696645,9203691,1643894621014,CLICK,6134872,USER_ID2,9542101
ID592,https://www.amazon.fr/,impr7,1231968,2164520,8012583,1963129,9038248,1643894621117,NULL,9074052,USER_ID4,7246171
ID593,https://fr.aliexpress.com/,impr ,1687342,6922758,1966462,1771703,6985306,1643894621240,CLICK,5184357,USER_ID2,87774
ID594,https://shopping.google.fr/,impr7,9046741,4220490,5543350,3625208,2476316,1643894621349,CONVERSION,3074353,USER_ID8,9648772
ID595,https://www.cdiscount.com/,impr3,2172371,7126504,4984033,6428974,939144,1643894621447,CLICK,3260299,USER_ID2,5417080
ID596,https://shopping.google.fr/,impr2,2623362,2585814,8512381,9130670,3755073,1643894621605,NULL,4236602,USER_ID2,3714815
ID597,https://www.amazon.fr/,impr6,3362891,5475355,6615274,8990139,1238851,1643894621801,CLICK,7803532,USER_ID0,5186586
ID598,https://fr.aliexpress.com/,impr ,2165966,3600857,9850146,4553283,553713,1643894621926,NULL,3058671,USER_ID0,8303302
ID599,https://fr.aliexpress.com/,impr ,5436942,6240292,8006556,4642934,9231561,1643894622092,VIEW,3889672,USER_ID7,6555360
ID600,https://www.amazon.fr/,impr1,3683677,8634171,1754084,3651109,2465567,1643894622215,NULL,4575902,USER_ID4,3095470
ID601,https://www.cdiscount.com/,impr6,8531434,9934147,2356294,7698369,6544837,1643894622348,CLICK,3778648,USER_ID1,9284582
ID602,https://fr.aliexpress.com/,impr ,9503877,1013304,4554062,6884580,9011546,1643894622458,NULL,9634701,USER_ID7,9477811
ID603,https://www.cdiscount.com/,impr7,5058463,854667,7950023,256844,8731466,1643894622577,VIEW,486801,USER_ID9,1313808
ID604,https://www.amazon.fr/,impr7,9057300,8292395,7061949,1344426,4737253,1643894622746,NULL,2239086,USER_ID1,6050636
ID605,https://www.amazon.fr/,impr1,2864682,5240266,9440937,8245512,1079319,1643894622892,CONVERSION,4123567,USER_ID ,1684618
ID606,https://www.amazon.fr/,impr5,2137830,6298973,7225630,1867287,9708549,1643894622994,CLICK,6321147,USER_ID6,5135726
ID607,https://shopping.google.fr/,impr0,3055933,92698,6676724,3032509,590912,1643894623095,CLICK,8099289,USER_ID7,2558375
ID608,https://www.cdiscount.com/,impr8,9404697,2089189,609658,844889,793568,1643894623194,VIEW,7891265,USER_ID6,6209908
ID609,https://shopping.google.fr/,impr4,5786411,6204172,7744787,7594384,9459890,1643894623316,NULL,5097534,USER_ID6,7871920
ID610,https://shopping.google.fr/,impr8,2881364,7807867,4418639,4515718,783592,1643894623445,CLICK,7773726,USER_ID2,9197788
ID611,https://www.cdiscount.com/,impr3,4536020,9276074,5378900,5974556,2675834,1643894623646,CLICK,107205,USER_ID1,6984435
ID612,https://www.cdiscount.com/,"impr,",8455032,3802892,9857161,7635432,3011543,1643894623769,NULL,7983760,USER_ID2,4379103
ID613,https://www.cdiscount.com/,"impr,",4741445,3400512,9133301,5096936,1882816,1643894623885,NULL,5247403,USER_ID5,1389195
ID614,https://shopping.google.fr/,impr0,9049014,8942189,1104804,1554457,9230242,1643894623983,NULL,7802522,USER_ID ,5414128
ID615,https://www.amazon.fr/,impr ,219408,8228271,5266183,8801629,5422187,1643894624113,CLICK,2912007,"USER_ID,",6411277
ID616,https://www.cdiscount.com/,"impr,",2651734,5185255,7783696,135906,6644990,1643894624311,VIEW,9828808,USER_ID8,7716211
ID617,https://shopping.google.fr/,impr ,7076254,6378424,6661309,6013441,5314667,1643894624452,CLICK,1455266,"USER_ID,",7000208
ID618,https://shopping.google.fr/,"impr,",9348019,1829869,2501911,8194578,9985519,1643894624600,NULL,958655,USER_ID7,865472
ID619,https://shopping.google.fr/,impr ,7113463,408966,4486981,5099261,1883008,1643894624707,NULL,3422592,"USER_ID,",1857660
ID620,https://www.amazon.fr/,impr ,1612440,2218849,230914,4147072,5262881,1643894624809,CLICK,5003448,USER_ID9,7583772
ID621,https://fr.aliexpress.com/,impr7,3721808,2259057,661223,2117293,6978614,1643894624908,CLICK,9722375,USER_ID5,7488240
ID622,https://shopping.google.fr/,impr3,420386,3104945,8172578,1474628,5247275,1643894625050,NULL,8732878,USER_ID4,2937580
ID623,https://www.cdiscount.com/,impr4,1304134,1582798,3478458,2644738,2117460,1643894625201,CLICK,4778321,USER_ID0,4784545
ID624,https://www.cdiscount.com/,impr1,3343541,1641696,9823735,1381740,2648688,1643894625304,CONVERSION,4662686,USER_ID2,6876037
