Landing Page URL ID,Referrer URL,Impression ID,Asset ID,Active View: Eligible Impressions,Active View: Measurable Impressions,Active View: Viewable Impressions,Activity ID,Event Time,Event Type,Event Sub-Type,User ID,Advertiser ID,Campaign ID,Floodlight Configuration,Ad ID,Rendering ID,Creative Version,Site ID (DCM),Placement ID,Country Code,State/Region,Browser/Platform ID,Browser/Platform Version,Operating System ID,Designated Market Area (DMA) ID,City ID,ZIP/Postal Code,Other Data,ORD Value,Interaction Time,Conversion ID,Segment Value 1,Rich Media Event ID,Rich Media Event Type ID,Total Conversions,Total Revenue,Event Timers,Event Counters,Partner1 ID,Partner2 ID,Google Click ID
ID : 2771,https://www.oscaro.com,impr :  ,9625562,9259565,9696297,3725794,9600580,1645226210831,,3282625,6bbae176-1698-4a11-a4a2-a7e76c8567ad,4070244,7723355,9700635,4170327,1248811,7399,4378776,6203708,,MO,4534637355634,Brave,9876543098,9406921,6797502,5342,'ProduitA':'U',ORD_value271j22,914667,0,5823227,992487,2841741,qty=3,7196000,etm = 7729,ecn = 1231970,rlpfrswogcxxngv455731,rhkeobrmcwvlnaa677534,<iframe a=https://backmarcket.com?nwbfnmyuawjtvxb>
ID : 2772,https://backmarcket.com,impr :  ,1742643,4717763,9878154,7164418,9413705,1645226214758,VIEW,4661817,6e026b7c-b6d3-4608-8d04-8077cea6853e,9309046,609498,6520736,5866188,6817035,6590,1398860,1320142,,CO,65784523663644,Brave,23091978,1363385,8833548,956,'ProduitC':'p',ORD_value391s876,991345,1,8018190,9900563,1993408,qty=[,3580000,etm = 303850,ecn = 1784568,vprluxxjydvcdhg731980,bswsqkvaxzutjbu598518,<h1 a=https://www.amazon.com?fuiszijxpneumib>
ID : 2773,https://shopping.google.fr,impr : 4,5143964,3276528,5875833,6208622,6133124,1645226218751,VIEW,464391,14a8926c-4ca8-405e-8729-29121ea09ca2,3433735,485205,1756301,7360961,7554623,5901,374818,6491780,,MT,345978365835376,Chrome,9876543098,7348906,5998124,8581,'ProduitF':'F',ORD_value292R446,450592,2,9862739,7197008,7024570,qty=4,1725000,etm = 257336,ecn = 4676242,ketymsennpazsbe314756,wnrzwbyrwywcuqk226763,<h2 a=https://Booking.com?mjdpldlhlauigpm>
ID : 2774,https://alibaba.com,impr : 2,6208115,3064961,5813695,4715185,2126979,1645226222825,VIEW,8446962,8cf812e3-e5ee-424f-9857-29b3f42495d2,254599,6980740,5915929,4560642,4830584,3594,9250104,4012924,,SD,8753685264337,Mozilla Firefox,536637292,5765192,3153772,8168,'ProduitA':'Q',ORD_value7521181,448162,2,7968570,169575,2051772,qty=2,664000,etm = 78667,ecn = 6375497,tbcemwgxjxxhhxz196413,cyboljcvhtjkovd333633,<nav a=https://backmarcket.com?fgqzryjsosqihvc>
ID : 2775,https://backmarcket.com,impr : 9,730011,8667557,1202537,3485242,5356559,1645226226731,,264428,cc756775-75f0-431b-b0f5-a3fdd67ad930,3379533,53204,4078683,8446569,7001868,3890,876409,8499308,,PA,2109367534582756,Microsoft Edge,9876543098,2229191,8849066,7500,'ProduitF':'E',ORD_value767j349,415549,2,1857130,3728245,5243277,qty=1,9634000,etm = 844666,ecn = 5136602,yrvmqllhjyedjym960608,jmqquoywyiqikdb314614,<img src=https://www.amazon.com?ihrguhxoyltdrxg>
ID : 2776,https://shopping.google.fr,impr : 2,7919042,1151087,2644403,1025687,3910561,1645226230602,VIEW,7903429,3a653b26-c940-4e60-8b91-47b760c74c5e,1373810,4845920,7764050,3189439,5865204,158,9920122,7811923,,LA,345978365835376,Chrome,23091978,769974,7410844,5056,'ProduitL':'B',ORD_value196n108,436785,2,6118609,8012379,945637,qty=],2103000,etm = 742245,ecn = 4668946,hkwvcousywxlooe716100,zaiitorxzpkvjvw591272,<option a=https://fnac.com?tqkevmbknevqiqr>
ID : 2777,https://techbargains.com,impr : 4,5488443,30828,8047405,4541839,2025962,1645226234487,CONVERSION,4490637,59611022-e2b9-45d9-bc3b-67abd3c68db4,2600024,686060,9517152,164974,385508,382,3754605,1779545,,NV,4534637355634,Brave,5667292028,3567001,6582767,9473,'ProduitF':'V',ORD_value781o709,303362,1,6809900,3970165,5526782,qty=],693000,etm = 202553,ecn = 3964809,uprqbqbmiqighit297597,ndkknhckuptxbgv510922,<img src=https://Booking.com?osbagxdoyhrnzfi>
ID : 2778,https://Booking.com,impr : 3,279919,9829090,4333291,5853666,895612,1645226238525,,8339706,b8b8a69b-5990-4bd1-b314-8df7c1a5a7e3,4578484,8822222,1737191,5524766,8894205,7663,936957,3119558,,KS,4534637355634,Brave,536637292,2515656,3457725,4985,'ProduitA':'A',ORD_value9943568,590626,2,142315,1123115,4847597,qty=9,4113000,etm = 811190,ecn = 1595898,togxlzvugjhrnxv623385,dshhjxecfjpaodz281311,<img src=https://www.amazon.com?cclzkzrjuyjvuvx>
ID : 2779,https://Booking.com,impr :  ,2987074,2257981,9627203,6148950,9099410,1645226242513,CONVERSION,5941412,45abbd92-cb8d-432f-95a5-42c4b1dba9c3,647343,7962602,1152666,4277498,9112335,1,9394383,8883998,,IL,345978365835376,Chrome,536637292,8697707,2773104,2928,'ProduitF':'L',ORD_value354D142,436382,2,1724551,7197839,9523595,qty=6,6240000,etm = 682939,ecn = 7015018,bnlglbgxvbikcqr140690,nhhgpoozpfvzxan689534,<button onclick=https://backmarcket.com?upaskicdeubxabl>
ID : 2780,https://fnac.com,impr : 3,6722576,3575376,3398923,549417,3511300,1645226246502,CONVERSION,8199978,47259d1e-c172-4886-a893-675658ed9272,5988011,109830,2051726,3447433,4083406,6231,6537443,6576555,,AZ,65784523663644,Brave,536637292,1210853,5944680,9415,'ProduitD':'7',ORD_value111m966,665017,2,3723664,2601851,4242421,qty=2,7608000,etm = 59174,ecn = 6943503,qfxyzvvofrvmvso120066,imqufoaapidsmaz421988,<button onclick=https://airexpress.com?ivgqllrpukllswo>
ID : 2781,https://ebay.com,impr : 5,9870924,6420734,215455,7579831,3529402,1645226250645,,8804933,5a9f3924-f714-41ea-9432-d60ef22c603c,5043278,4544426,4929403,4133727,3629381,2382,6444035,9696825,,CT,2109367534582756,Microsoft Edge,5667292028,8156768,2079831,7685,'ProduitC':'W',ORD_value90o844,614567,1,3615576,8181783,9067939,qty=],6286000,etm = 87942,ecn = 1438331,twdtjxshtqokfkv480024,hgqvtwgzjbsskcs904127,<h1 a=https://alibaba.com?txpvikxminlldnn>
ID : 2782,https://Booking.com,impr : 6,5814374,7524156,5608703,5033753,9965595,1645226254733,VIEW,6579877,c084b2ee-3bec-48d6-9299-3f6b3810b9a0,3971384,4576647,290448,5254264,4534082,2088,2849023,4201412,,AL,345978365835376,Chrome,9876543098,9848194,1748700,1864,'ProduitD':'K',ORD_value394o163,7426,1,5681116,4032148,3739879,qty=],9780000,etm = 883121,ecn = 6559843,czjovzeftajzxft584547,qgyovjgqwogobfy782442,<nav a=https://fnac.com?yqcocptteofkwcd>
ID : 2783,https://ebay.com,impr : 2,831418,5799384,6738507,7276757,1265405,1645226258670,VIEW,2202640,6fe870e6-e32c-45f0-8631-dea44fc0ee01,3995540,9124698,995718,4051870,8599236,4578,4118322,4346809,,MD,65784523663644,Brave,246578965,3292289,455416,6326,'ProduitB':'4',ORD_value468o683,845123,0,9648760,2796009,142774,qty=7,8552000,etm = 396883,ecn = 4218638,enozeliwwkrfefj768973,oluwbtadtqeopqi521164,<option a=https://airexpress.com?pafbjjwtucofqos>
ID : 2784,https://alibaba.com,impr :  ,9062891,3533942,7122638,4047039,6951162,1645226262461,CONVERSION,2510687,1ce1c2f6-1250-45fe-9793-a2ccc409f58e,8390203,7756147,6861764,6028868,4692235,5522,7793566,3641006,,TX,345978365835376,Chrome,536637292,3561640,3919445,6495,'ProduitC':'R',ORD_value727b408,950664,2,7318045,8321500,3607082,qty=9,7536000,etm = 214473,ecn = 2702928,setvqsihbnrjvqh903117,ejtxfphqtobermf293359,<img src=https://airexpress.com?jixjjvhzrmijjyh>
ID : 2785,https://Booking.com,impr : 5,7196884,5584124,9657591,8417712,3409824,1645226266404,CLICK,2269119,60e52eb0-82bd-4d44-a724-7ee5d3d67879,3578263,175077,8929116,9189421,7666820,3726,6294992,5570096,,FL,8753685264337,Mozilla Firefox,9876543098,6846415,1576883,3562,'ProduitL':'r',ORD_value544f489,422452,1,4521739,2276249,1476642,qty=],2912000,etm = 749435,ecn = 4053164,bljakahcswsnpgh736512,psduwgvzbzgyfcq646028,<h1 a=https://fnac.com?ctlclwgcvpsmtui>
ID : 2786,https://fnac.com,impr : 2,4304778,6275357,5491254,9805441,584469,1645226270276,CONVERSION,6827420,f3e868d0-2e94-4767-a867-628c75ef41b2,1616941,9817293,1836869,2027057,8626629,2514,644872,42939,,MO,4534637355634,Brave,23091978,7841731,2333347,3280,'ProduitE':'8',ORD_value298V256,502890,0,1727445,3549358,1343528,qty=[,431000,etm = 512507,ecn = 1849544,knblkthqvntegzb921007,zfrvwwzswfhbiur196360,<h2 a=https://www.rueducommerce.fr?pmbzyuombjeoggc>
ID : 2787,https://www.oscaro.com,"impr : ,",1079485,8062564,8416795,3479177,4525387,1645226274188,VIEW,5804240,a5a76218-ad9c-4d7b-97ea-653aee8f2fc4,5611293,1337445,5142471,6046142,8371925,1430,4599909,7740791,,AZ,2109367534582756,Microsoft Edge,9876543098,4834174,6861143,8182,'ProduitB':'9',ORD_value870b856,980354,0,9677639,1238342,6647761,qty=[,8770000,etm = 232076,ecn = 1693567,uraoqhcnfoikfex286488,xrxvlgqnjpewlet106229,<option a=https://airexpress.com?gvwbnfzqanmjhjw>
ID : 2788,https://www.cdiscount.com,impr : 9,2401854,5200807,231723,7515993,4735446,1645226277959,CLICK,4233051,e0654981-c08c-4edb-aa5f-55c3d10b56f7,1168744,4836202,2221397,8136289,3315839,7643,9697563,645942,,KS,345978365835376,Chrome,536637292,7408175,6317812,5782,'ProduitD':'z',ORD_value389s487,51107,1,8255965,2202279,2467374,qty=9,2486000,etm = 851647,ecn = 1315506,omnindyaptxybbr130509,jrcvhficvadvlws360194,<a href=https://shopping.google.fr?njgmkiwbouarrqt>
ID : 2789,https://www.rueducommerce.fr,impr : 8,1413040,5322533,590287,1957168,1814840,1645226281724,CONVERSION,6028264,9e2c181e-9c13-4c68-9c06-e07405b14a5b,3243573,8982122,812072,1844178,2229492,4815,1697573,6531079,,RI,65784523663644,Brave,536637292,9959366,3607809,7786,'ProduitD':'5',ORD_value650o786,576153,0,2064177,9499674,5997963,qty=9,6309000,etm = 834457,ecn = 5664040,snnouzsdntquygz600395,rxqzuejsaohlibp708643,<button onclick=https://Booking.com?kpyymzfffhervmw>
ID : 2790,https://Booking.com,impr : 4,5909520,853675,3052604,417611,4273551,1645226285704,CLICK,9960290,c39b99f8-16e6-4574-bd1b-873cde411e87,6902306,7757739,4271988,4640376,9106556,404,3228248,5998985,,IL,65784523663644,Brave,5667292028,7070647,9326926,1247,'ProduitG':'U',ORD_value108C816,723513,2,2105111,279574,1422666,qty=2,25000,etm = 495175,ecn = 7268609,rfwtdvzdzhyzwxq2099,akihvmlltkfejhj40002,<option a=https://airexpress.com?imhgcwlnnoxbekk>
ID : 2791,https://Booking.com,impr : 0,6586384,5762595,4278935,4753691,1035857,1645226289728,CLICK,5466903,b99d2d13-cd30-4e5b-abb3-2a7bd8829951,6711884,3954163,5183883,3920257,879163,6199,682332,924253,,SD,2109367534582756,Microsoft Edge,536637292,2435542,7067273,1150,'ProduitL':'o',ORD_value71D2,562346,1,5108997,1276301,4629736,qty=5,200000,etm = 996425,ecn = 3612060,ghsnguvuzflneuz593449,tdiscqebsnxsqim397705,<nav a=https://www.amazon.com?ihyjyvegwzafgsq>
ID : 2792,https://www.amazon.com,impr : 5,4205654,8505357,9864923,5692789,6446704,1645226293760,VIEW,8274766,1d20654b-7202-4ff9-b23c-4089c16e129a,7088016,4573252,3850021,8578576,303655,1137,20976,3963988,,IL,8753685264337,Mozilla Firefox,246578965,2710082,7643503,8295,'ProduitL':'A',ORD_value2701944,836354,2,9162601,9532510,9239441,qty=[,734000,etm = 389227,ecn = 343502,fctphjbcazncnwo290547,mzhutozsbjdjoyn685835,<img src=https://ebay.com?mxuuvruvxqwbtpo>
ID : 2793,https://www.oscaro.com,impr : 9,7359686,8389689,2118962,5402984,2418024,1645226297729,,5692582,56a5efe9-059d-4625-95c3-bb4b61cf5341,9241419,6434233,4193344,4745326,1367779,8715,775001,8169686,,AL,4534637355634,Brave,5667292028,7967491,7651332,1577,'ProduitE':'a',ORD_value510a139,169176,2,9432373,8777740,5846683,qty=],492000,etm = 878715,ecn = 761292,grdzjlifavpvcci414311,bvdlxmdmdhnlfsm723128,<nav a=https://ebay.com?iblkwsschogykab>
ID : 2794,https://www.rueducommerce.fr,impr : 0,8704130,3247596,4786424,4811991,6895949,1645226301627,CLICK,8616177,cc756775-75f0-431b-b0f5-a3fdd67ad930,6374959,9382963,9539252,3490536,7099873,7908,890678,4457695,,MT,2109367534582756,Microsoft Edge,23091978,8729151,5015403,3921,'ProduitE':'f',ORD_value546n175,312815,1,6075383,8274895,6023483,qty=4,1967000,etm = 42100,ecn = 6160104,ndyqjcepvmvhpfx673198,fqdbslywfkmauxv821189,<button onclick=https://www.amazon.com?iwjizpnokdprpvj>
ID : 2795,https://www.amazon.com,impr : 5,9986404,5132592,7119216,4656607,3856207,1645226305606,VIEW,8203480,f3e868d0-2e94-4767-a867-628c75ef41b2,3545227,3758311,3097909,6652085,832558,8060,6459049,2312222,,NE,2109367534582756,Microsoft Edge,23091978,722105,9431592,4997,'ProduitL':'f',ORD_value600L727,541807,0,9983575,4740533,6225304,qty=6,2061000,etm = 902818,ecn = 9275581,ztnptuntenifjpq751784,bpwyoozaxvmrrur497057,<button onclick=https://alibaba.com?ilfdujttyjlliow>
ID : 2796,https://airexpress.com,impr :  ,2527096,909784,5493734,6119288,322461,1645226309578,CLICK,4203975,6e026b7c-b6d3-4608-8d04-8077cea6853e,1254892,4654540,4100895,8630809,2351401,572,9327171,4779015,,DE,2109367534582756,Microsoft Edge,9876543098,9616224,2956560,6725,'ProduitB':'G',ORD_value474g436,621564,1,6479562,2500925,1228968,qty=1,4956000,etm = 402217,ecn = 8690397,pdhqztatpwkauje503191,hoosimjarinoqsk482433,<nav a=https://www.rueducommerce.fr?kncvfdauubzxtra>
ID : 2797,https://www.amazon.com,impr : 9,7431769,6716146,1117072,7951163,5007729,1645226313592,CONVERSION,5305280,5a9f3924-f714-41ea-9432-d60ef22c603c,5411445,121833,6360399,6456229,61216,7418,7084751,6229279,,OK,345978365835376,Chrome,536637292,3291044,2262412,5319,'ProduitE':'Y',ORD_value8769799,594019,0,5738721,3537164,3642934,qty=8,2640000,etm = 595341,ecn = 2924875,sucgaytwrnxuagm391537,wyxkprymhholrko815485,<a href=https://backmarcket.com?humrgqezogtbzcu>
ID : 2798,https://shopping.google.fr,impr : 2,2246961,1009217,2423367,9940676,3696605,1645226317737,,9634553,6e026b7c-b6d3-4608-8d04-8077cea6853e,4167716,9392412,8995191,6878550,8651084,9316,4112485,228240,,IA,65784523663644,Brave,536637292,3177193,612715,4449,'ProduitD':'8',ORD_value4773140,121125,2,4314220,1373518,1032174,qty=[,8344000,etm = 324101,ecn = 6003778,wsgfypzxtoykduf302766,ajqzhajabkjhmzc858505,<a href=https://techbargains.com?tsyoepjmspnxsbm>
ID : 2799,https://backmarcket.com,impr : 3,3533790,4693731,3349442,6036017,444629,1645226321803,,3707037,8df7d2b9-23bd-4bf7-83b1-8c85d924e728,697676,3422904,5939863,4367313,8898339,4286,7029124,8068826,,MA,8753685264337,Mozilla Firefox,246578965,6232332,4814377,8591,'ProduitA':'y',ORD_value5u57,439154,2,4503057,7036201,9477815,qty=4,1233000,etm = 117817,ecn = 5980189,sqjyuawssqqapnx26428,uavkqahlhzlrlax102999,<nav a=https://fnac.com?vihqptozoumiuca>
ID : 2800,https://fnac.com,impr : 9,4401113,3434590,397164,4629340,3303606,1645226325803,CLICK,5281933,859eece9-5661-4779-847f-8ca8c018e817,4583519,7797985,1353995,1910563,3279493,4251,2519766,1104887,,OH,8753685264337,Mozilla Firefox,5667292028,4640517,4223333,7595,'ProduitF':'l',ORD_value73A719,294764,0,9565797,4110365,8761591,qty=3,6385000,etm = 343190,ecn = 287413,mlrvfiawbnmwtab422248,cgmpdcbkbjxnxvj925018,<h2 a=https://www.oscaro.com?crklziaajyeksao>
ID : 2801,https://www.rueducommerce.fr,"impr : ,",7830752,2734015,255005,7377405,6433342,1645226329725,CLICK,9836621,d6e35c20-8529-4fe2-8084-6d98dc466fc1,2682896,9159818,218570,9870029,6100147,8627,4107822,6255404,,AK,4534637355634,Brave,5667292028,2158972,6889696,6657,'ProduitH':'t',ORD_value474686,119605,0,6683580,9659767,4515586,qty=],5009000,etm = 520796,ecn = 3513358,wtxrzhvzjmixyvo976375,yflmxxclctexvus478802,<a href=https://www.cdiscount.com?jyvilnttnalkklc>
ID : 2802,https://airexpress.com,impr : 4,1320368,9486856,2061726,9765368,7863629,1645226333607,CLICK,2755870,63f03045-78fb-449d-bf2c-4fe4017441ef,4498535,4389606,1824206,534297,2919958,5062,6910567,2353983,,WV,65784523663644,Brave,23091978,3439231,7557221,4970,'ProduitH':'E',ORD_value494U930,601575,1,8691822,3353715,187177,qty=[,6499000,etm = 143122,ecn = 7583414,vbuichlmfhvfydu884092,kyzeutbbaecltdw301855,<option a=https://shopping.google.fr?fiksxspniquxujc>
ID : 2803,https://Booking.com,impr : 3,5945623,5069351,3677130,4454493,5341641,1645226337506,VIEW,855018,17b6424e-0fe2-4c8a-8b78-e80da3f23194,6314456,355095,4823714,3965565,9922661,3830,9233832,3144619,,MI,65784523663644,Brave,23091978,591476,8621910,6589,'ProduitL':'d',ORD_value0S186,223771,1,7333214,5848389,2861878,qty=7,1064000,etm = 835256,ecn = 6297698,pwlxobdylkfblrq686743,mrlnfdvxaszyuhj714501,<option a=https://techbargains.com?uhlpgfspyljszqm>
ID : 2804,https://ebay.com,impr : 1,6693364,7640163,9134099,1714845,458068,1645226341390,CLICK,7761698,60e52eb0-82bd-4d44-a724-7ee5d3d67879,5229753,6810210,4778733,9797340,6164790,1548,4580711,3702711,,WI,8753685264337,Mozilla Firefox,5667292028,7609080,9213534,5989,'ProduitH':'c',ORD_value782z111,567523,0,1929190,7859104,8414354,qty=1,1274000,etm = 388303,ecn = 6554625,wjahxpttetsjpgq909226,zhjmappzfchuntx350518,<button onclick=https://www.amazon.com?heezwktpophtwbu>
ID : 2805,https://ebay.com,impr : 0,8389324,5099571,2654487,5211930,446102,1645226345283,VIEW,218247,61fd8f99-93cc-4b3d-a257-5e094ccb3827,3238102,3433803,790598,2452013,3373691,7564,5990001,9411198,,TX,65784523663644,Brave,536637292,7662790,7911889,8338,'ProduitF':'G',ORD_value942P311,852565,0,6129394,4327009,2242435,qty=[,2525000,etm = 888092,ecn = 5365520,xahwohjetdplnxd198220,jyctlttkkddeyff573253,<nav a=https://backmarcket.com?oosbwgyhzhbmaqt>
ID : 2806,https://ebay.com,impr :  ,1230801,8089894,951635,752032,4366876,1645226349246,CONVERSION,2976261,aba67e05-178b-4a5e-938e-89c23dd10bf5,5510576,2540414,9360096,9841528,277819,2610,1963094,3228186,,IL,4534637355634,Brave,23091978,9985925,6963530,3483,'ProduitH':'s',ORD_value942j342,959662,0,2827347,3786908,1903194,qty=4,911000,etm = 705514,ecn = 5985793,hpfaeujxtoddidr723092,fdsgdjzepikoqud92238,<option a=https://ebay.com?gdleotvmwzvzfrg>
ID : 2807,https://www.oscaro.com,impr : 6,4007442,6160229,862258,1716895,6685145,1645226353291,VIEW,5994781,ee12664d-a9dc-4ba2-b410-8374e509b701,4858550,1900774,3461932,1936734,1769847,9370,9269986,7227421,,OR,4534637355634,Brave,9876543098,8335061,5206991,9560,'ProduitA':'7',ORD_value369I815,982657,2,7870394,957189,5262861,qty=[,5503000,etm = 527501,ecn = 4968028,gfmigzonczbomkh598846,hxcfizoropcixym487398,<h1 a=https://fnac.com?sczbsddietvdotb>
ID : 2808,https://ebay.com,impr : 9,857993,2441755,5554134,8543211,4439071,1645226357289,VIEW,6857239,6bbae176-1698-4a11-a4a2-a7e76c8567ad,457967,2351160,7250659,5471100,7112851,156,3501892,7429499,,IA,2109367534582756,Microsoft Edge,9876543098,6602646,2409723,9182,'ProduitG':'j',ORD_value885h369,806615,0,1411322,9804913,1955406,qty=],2606000,etm = 271669,ecn = 2452141,bwkmjwberhxshre626369,mnrghtbhsfvgwyy385759,<iframe a=https://backmarcket.com?qabwgkauzgtnkzs>
ID : 2809,https://alibaba.com,impr : 1,6280899,5938649,6769756,6052303,8049136,1645226361274,CONVERSION,8363136,be8451ef-f3d6-41e2-af4f-e0e2858a89b6,7956426,854598,6288476,5398579,7545831,4540,6620676,9098489,,KY,8753685264337,Mozilla Firefox,23091978,9377987,1405997,3405,'ProduitL':'g',ORD_value882v676,50859,2,361252,254002,7815765,qty=3,9355000,etm = 532531,ecn = 979000,mvlobhgeoyvboop362750,riqffmsjhrjhfso569518,<img src=https://www.rueducommerce.fr?orcwvyaffdqtonv>
ID : 2810,https://www.amazon.com,impr : 6,1046133,7341679,4474974,2327469,548231,1645226365167,VIEW,7572253,8cf812e3-e5ee-424f-9857-29b3f42495d2,4715775,2268971,7548316,3775052,545068,6214,9091301,937075,,WI,345978365835376,Chrome,536637292,2817717,6465394,3752,'ProduitE':'N',ORD_value990C395,98416,1,2564389,4536355,4610007,qty=9,8869000,etm = 284110,ecn = 5496252,sedkzoymljkwyaf711559,rfmpahlscixhpxd602920,<iframe a=https://shopping.google.fr?tcfvtklmnqneqbj>
ID : 2811,https://shopping.google.fr,impr : 0,6868229,7846153,1376928,4677248,4962011,1645226368933,VIEW,652613,e55c3a2d-67fd-4488-8b5a-38f491306fab,6749298,5704380,2415904,9472576,7988195,8584,7391247,5621724,,MI,345978365835376,Chrome,9876543098,819198,5773878,1918,'ProduitE':'f',ORD_value160470,183546,2,1088006,7080124,2518049,qty=5,9087000,etm = 751804,ecn = 5611119,ixfyvouzuqsfkdo73288,lxxccughuuljdxc781922,<h1 a=https://Booking.com?wcfaagrjtmqahqx>
ID : 2812,https://airexpress.com,impr : 3,5197666,9556470,6996669,9689789,4074573,1645226372709,VIEW,3373006,311ee4ca-7046-439f-805c-705c3ee34497,2648317,8278383,7382682,4816486,3043878,9494,2440714,9525354,,OR,65784523663644,Brave,5667292028,6505413,6851377,8580,'ProduitD':'8',ORD_value82d731,125769,1,290839,1975337,4311060,qty=7,8538000,etm = 568552,ecn = 9212740,cvfwtoyzmvrlykz847163,jurcpvshograqyz883369,<h1 a=https://shopping.google.fr?taberyzeyorhrzp>
ID : 2813,https://alibaba.com,impr : 2,2965123,8826462,2912023,596393,2256932,1645226376455,CLICK,6721939,c12db853-1d2e-44d4-9fd1-950af2cb0dfc,5499800,8380410,6502668,6458639,1223759,2263,6528292,3031607,,VA,4534637355634,Brave,9876543098,8580227,2332251,5504,'ProduitH':'y',ORD_value676d170,990831,2,3958289,7772951,4508487,qty=4,4403000,etm = 998081,ecn = 5007923,esnwkgbdeenrfek684586,oemmojmbuwbnifb417132,<nav a=https://www.cdiscount.com?qviqgjmlfltyqen>
ID : 2814,https://techbargains.com,impr : 6,4989914,2773080,241675,8833991,547926,1645226380301,VIEW,5990719,859eece9-5661-4779-847f-8ca8c018e817,1656229,4966460,5938416,4392095,4557274,5621,2183214,5337242,,FL,345978365835376,Chrome,246578965,2582950,2387460,7614,'ProduitF':'Q',ORD_value858G844,178591,1,5652435,216688,2013428,qty=0,7889000,etm = 368263,ecn = 2346460,gdyorlcxwlxnphf727591,rlgzaakwsypyjlm63120,<h1 a=https://Booking.com?cjdpagwwzsacuwe>
ID : 2815,https://shopping.google.fr,impr : 8,1965172,9018787,8287755,1213521,5499392,1645226384270,CONVERSION,1098098,7f1ab347-ca82-4fda-ae17-5303929ea941,1003783,6084830,5674198,2770566,666517,995,3198401,2159849,,FL,345978365835376,Chrome,246578965,680145,3095163,5017,'ProduitC':'f',ORD_value206h48,502394,2,9155061,9086795,8263751,qty=1,7839000,etm = 673270,ecn = 3042586,gqufjwyfgvzeebt146006,wicjeodnbyltlpl714212,<a href=https://www.oscaro.com?zvlnaqwawxtmzpb>
ID : 2816,https://shopping.google.fr,impr : 3,338025,5763091,3926333,4990085,5790807,1645226388245,,9708005,c084b2ee-3bec-48d6-9299-3f6b3810b9a0,3653379,4457974,2002054,695434,2356546,7856,5233997,9386690,,AK,4534637355634,Brave,246578965,1776522,9329219,5759,'ProduitF':'Q',ORD_value834m551,289860,1,2874076,7989315,8562853,qty=5,815000,etm = 70792,ecn = 2450957,syazuhzhxvapbil263652,wzwfuvwtxqjyejj222036,<button onclick=https://backmarcket.com?qwylskuwovnsjaq>
ID : 2817,https://www.rueducommerce.fr,impr : 8,4437076,5721171,3265468,917561,4251720,1645226392204,CLICK,3897898,639fbab8-de66-42aa-9c34-8cf4060f91f3,433662,2774617,7522277,5614857,6981887,6982,1854394,3415450,,MO,8753685264337,Mozilla Firefox,246578965,2595314,5857236,6809,'ProduitE':'q',ORD_value298z899,114107,1,212423,3419137,3111681,qty=],556000,etm = 383666,ecn = 2397327,kkurxuxfotdtmsl988276,ogfceptgobxlajs213214,<a href=https://shopping.google.fr?oekgsafdbpgyksp>
ID : 2818,https://shopping.google.fr,impr : 9,2454471,3208473,7103858,8566413,513306,1645226396156,CONVERSION,8751215,c39b99f8-16e6-4574-bd1b-873cde411e87,395780,9215470,6177985,8538952,604728,5896,8070816,3543920,,KY,2109367534582756,Microsoft Edge,9876543098,591899,74072,212,'ProduitA':'s',ORD_value577h659,426834,0,2239185,203883,9861894,qty=2,3128000,etm = 163314,ecn = 3909656,alibgjqavceyywn319656,hsgzbqcwnysrenn31701,<option a=https://techbargains.com?mgscikguyypgaej>
ID : 2819,https://Booking.com,impr : 1,7241951,5747988,3426667,3681116,5251786,1645226400111,CLICK,1356804,fcc904fa-4a28-4f99-b794-3b6e70eadd1c,5207628,1443649,3245959,1600307,3467810,4385,5869965,3110198,,NE,345978365835376,Chrome,23091978,6122872,2786272,4637,'ProduitE':'C',ORD_value863W162,807347,1,8807909,6952394,3932454,qty=9,7835000,etm = 188755,ecn = 1105138,jdukpfjbkufxmlz520213,bspzrekwdkvtcse63808,<button onclick=https://www.rueducommerce.fr?xvrzfqcqhmovntv>
ID : 2820,https://backmarcket.com,impr : 1,1594370,2692870,1607590,2302431,1273039,1645226404076,CONVERSION,4500574,d5c7393c-cae3-4116-b4ee-ae7401772513,3845282,3368798,3954631,8615088,5399022,7206,6298994,863146,,MD,8753685264337,Mozilla Firefox,23091978,5999709,9537872,9805,'ProduitF':'g',ORD_value651Y328,138209,0,5943534,4621811,9027209,qty=4,1368000,etm = 506406,ecn = 5192763,qyxritaerxxrbde828109,qbdotucxgreadjo904169,<iframe a=https://fnac.com?jdhsfstssmasyeb>
ID : 2821,https://www.rueducommerce.fr,impr : 6,7688418,7204723,4959367,4042370,8687033,1645226408024,CLICK,4805620,29af7403-3710-488d-b6ea-453174ce3c2f,4421751,661332,294366,3306446,3711022,6883,3477922,5804091,,RI,2109367534582756,Microsoft Edge,536637292,5609127,6035522,90,'ProduitH':'F',ORD_value200E834,566409,2,2292878,163830,1864657,qty=[,435000,etm = 129656,ecn = 2079798,kmwllniavnuvzad10239,xhothykotpmenkj464904,<img src=https://ebay.com?elnjiquyunjyptk>
